crop,state,rainfall_mm,temperature_c,soil_moisture_pct,soil_ph,fertilizer_kg_ha,farm_size_ha,yield_tons_ha
wheat,AP,1037.7,24.3,56.8,6.09,119.1,2.62,7.353
cotton,Telangana,1304.7,35.1,42.1,7.2,95.4,1.19,3.782
maize,Maharashtra,1254.6,26.6,43.2,6.74,217.6,13.0,11.934
wheat,MP,1053.8,19.8,33.9,6.64,102.8,8.27,7.109
soybean,MP,853.5,20.2,76.0,6.18,141.4,4.78,5.148
rice,AP,1015.6,30.7,46.1,6.11,115.6,8.19,8.275
groundnut,Punjab,733.3,30.7,82.2,6.42,64.2,8.82,3.731
soybean,MP,1355.5,30.4,33.6,6.78,144.9,2.14,4.933
wheat,Karnataka,662.5,16.1,84.9,7.23,139.3,11.91,7.436
soybean,Karnataka,698.3,27.9,45.3,6.91,113.1,6.36,4.295
cotton,Punjab,1404.4,28.8,72.4,6.84,146.8,12.3,5.592
wheat,Punjab,579.3,20.0,46.7,7.37,123.7,4.43,5.675
groundnut,Telangana,1070.7,36.7,84.5,6.43,88.9,6.98,4.22
rice,Punjab,1714.2,26.3,37.5,6.25,138.4,5.67,10.641
soybean,Telangana,1486.4,27.3,79.4,6.75,106.8,4.04,6.159
tomato,Maharashtra,497.9,27.1,42.0,6.39,241.4,9.94,50.778
cotton,AP,913.9,36.4,83.3,6.07,124.1,14.73,4.783
wheat,Punjab,753.1,10.9,51.2,7.31,136.9,2.14,6.263
wheat,Punjab,462.0,19.0,78.1,6.35,106.4,2.16,6.916
maize,MP,901.3,22.9,73.0,6.34,214.0,2.42,12.21
groundnut,Maharashtra,741.5,33.8,48.6,5.91,60.4,7.07,2.7
tomato,Punjab,449.4,23.6,49.8,5.9,292.2,1.95,53.357
cotton,Telangana,881.3,33.7,33.6,7.46,111.9,3.82,3.112
maize,Punjab,723.9,31.5,41.6,6.38,196.0,14.31,10.026
maize,Karnataka,613.1,25.4,66.1,6.59,153.0,4.05,10.324
maize,Punjab,859.6,31.9,55.5,5.96,156.2,6.65,9.07
wheat,Karnataka,554.5,21.5,64.8,6.83,121.4,12.88,6.038
wheat,Punjab,1091.8,11.4,51.3,6.98,113.3,8.78,6.3
tomato,AP,894.7,24.1,72.6,5.98,180.7,12.1,54.586
rice,Telangana,909.4,23.9,77.3,6.26,192.2,14.55,11.419
soybean,Telangana,1160.5,21.8,54.3,6.82,107.0,8.09,5.171
wheat,AP,687.6,11.0,44.2,7.47,91.9,13.42,4.872
rice,MP,939.0,24.6,74.4,5.58,143.8,9.0,8.732
cotton,AP,1311.8,29.7,36.4,7.57,116.1,6.03,3.705
maize,Punjab,1280.1,33.2,75.7,6.91,205.4,1.5,13.262
groundnut,Maharashtra,1048.3,26.7,79.5,6.49,87.2,10.58,4.245
soybean,AP,1392.1,23.1,55.9,6.04,116.5,4.95,5.152
groundnut,MP,786.9,29.1,57.3,6.87,118.1,4.71,3.59
soybean,MP,712.4,31.7,57.3,7.48,145.6,4.07,4.28
tomato,AP,968.0,20.1,55.2,5.66,208.0,9.61,53.367
tomato,Maharashtra,1171.8,18.3,73.3,6.38,266.5,1.0,75.274
cotton,MP,1105.3,32.2,52.5,6.09,125.0,11.71,4.66
groundnut,AP,593.1,26.8,73.7,5.57,92.5,9.35,2.964
soybean,Karnataka,1212.6,24.1,69.2,6.54,102.0,2.84,5.532
soybean,Karnataka,1148.5,29.4,69.5,7.01,114.8,12.45,5.148
tomato,Maharashtra,668.9,20.7,49.0,6.18,282.8,5.93,58.076
soybean,AP,1293.8,22.0,67.7,7.2,112.8,13.8,5.333
soybean,MP,809.7,30.4,80.8,6.24,124.2,10.28,5.107
tomato,Maharashtra,713.1,19.9,81.5,6.7,203.6,12.72,58.404
rice,Punjab,944.4,25.8,56.0,6.97,143.7,7.73,9.019
maize,AP,889.4,20.4,82.2,6.92,214.9,14.18,12.706
tomato,Karnataka,947.7,28.1,51.5,6.4,170.2,14.58,56.932
maize,Karnataka,834.2,25.3,40.6,5.86,131.9,12.65,8.365
tomato,MP,983.9,24.3,72.2,6.13,272.0,11.9,67.897
tomato,AP,599.0,20.0,41.9,6.6,230.7,5.0,52.186
cotton,MP,1363.8,38.2,50.7,6.92,129.9,1.63,4.924
wheat,Maharashtra,1078.4,12.3,52.3,6.55,92.5,1.08,6.72
rice,AP,1365.0,30.7,62.0,6.93,166.1,12.79,10.465
maize,Telangana,1447.3,32.7,50.8,6.98,189.2,4.57,12.364
groundnut,MP,1186.6,33.1,52.4,6.82,79.7,13.64,3.667
cotton,MP,1410.5,33.3,58.4,6.51,114.8,1.9,5.351
groundnut,Maharashtra,783.4,35.5,48.8,6.2,110.5,14.39,3.538
wheat,Karnataka,1187.8,17.5,56.0,7.43,130.5,7.01,7.265
maize,Punjab,881.2,27.8,30.8,6.15,152.1,11.08,9.536
cotton,Telangana,1411.1,33.3,76.5,7.37,80.9,12.34,4.539
rice,Maharashtra,1451.4,33.8,48.2,5.77,135.3,5.66,9.554
wheat,Punjab,757.8,15.7,75.4,6.18,179.0,8.34,8.142
maize,AP,1149.3,24.9,84.1,5.86,160.4,3.14,11.612
soybean,Karnataka,1128.5,23.6,41.4,7.36,108.4,8.41,4.236
tomato,Karnataka,415.5,24.1,79.7,6.66,165.5,4.34,50.641
cotton,Telangana,1304.1,39.0,63.1,6.74,134.9,8.12,4.793
groundnut,Maharashtra,995.3,35.6,56.7,5.69,89.7,5.57,3.296
rice,Punjab,801.9,26.8,71.0,5.94,186.7,1.72,9.753
tomato,Maharashtra,567.7,29.1,58.1,5.58,279.8,9.47,53.684
cotton,Telangana,632.5,34.1,67.8,6.68,106.4,12.83,3.69
groundnut,Karnataka,727.5,31.9,80.2,6.48,72.2,9.99,3.839
soybean,Punjab,722.0,21.7,66.7,7.14,147.0,6.46,4.706
cotton,Karnataka,805.9,40.0,53.7,6.86,154.5,13.96,4.441
maize,Punjab,1146.0,30.2,78.8,5.92,167.4,3.99,11.505
rice,Maharashtra,1610.9,24.9,36.9,5.92,142.8,13.74,9.437
cotton,Karnataka,825.1,29.7,57.6,7.26,140.9,13.29,4.229
wheat,Karnataka,411.9,23.4,30.8,6.56,99.0,1.52,5.407
maize,MP,1318.9,33.3,30.3,6.46,214.7,2.44,12.18
soybean,Telangana,1442.0,29.4,36.2,6.98,110.4,10.79,4.899
rice,Karnataka,1324.7,34.5,55.5,6.08,110.3,9.9,9.113
soybean,Maharashtra,899.1,24.7,66.7,6.7,101.1,14.2,4.909
cotton,AP,1343.2,37.5,31.4,7.66,92.6,14.76,3.518
cotton,Karnataka,1277.4,37.3,44.9,7.33,138.8,14.9,4.1
rice,Maharashtra,1970.4,34.8,58.6,6.69,162.9,14.57,12.599
rice,Telangana,1933.7,26.1,38.2,6.0,185.5,14.22,11.992
wheat,MP,972.8,17.2,83.2,6.94,130.4,10.54,8.083
maize,Karnataka,1409.7,24.4,79.5,6.25,130.2,4.65,12.572
tomato,Punjab,652.0,18.1,70.0,5.51,199.6,9.55,47.158
tomato,Telangana,882.2,25.8,50.3,6.28,228.2,2.29,55.42
tomato,Punjab,700.3,26.5,79.6,6.72,181.8,1.52,54.346
cotton,Karnataka,747.3,30.1,44.1,7.21,152.5,11.57,3.668
maize,MP,981.5,24.6,69.4,6.74,212.6,14.61,12.758
groundnut,Telangana,526.1,36.6,49.7,6.85,66.4,12.61,2.792
tomato,AP,1185.5,27.6,66.4,6.67,201.4,2.14,64.505
soybean,MP,1032.5,27.7,83.7,7.31,80.1,5.71,4.42
soybean,Telangana,621.0,26.5,55.7,6.33,119.1,8.85,4.384
maize,Punjab,934.0,34.6,34.7,6.07,146.3,14.64,8.799
tomato,Telangana,652.7,25.3,32.3,5.7,188.0,1.55,45.308
maize,MP,519.5,23.7,54.0,6.59,126.1,13.74,8.519
rice,Telangana,1195.6,22.9,55.6,6.99,187.0,10.16,10.724
tomato,AP,555.6,20.4,30.5,6.2,286.7,11.85,52.133
maize,AP,1186.8,20.9,33.6,6.3,178.4,2.46,10.554
cotton,Punjab,1069.5,27.4,30.9,7.07,153.0,9.82,4.059
cotton,Karnataka,853.6,34.4,58.3,6.82,98.7,12.06,3.748
cotton,Punjab,1361.9,30.1,70.6,7.59,97.0,14.25,4.162
cotton,MP,1231.6,27.6,39.0,7.94,129.2,0.8,3.503
cotton,AP,671.7,27.1,67.8,7.15,128.3,6.21,4.092
tomato,Punjab,944.9,20.7,68.5,6.3,234.4,14.95,62.191
groundnut,Telangana,545.7,26.0,64.2,6.61,68.2,5.21,2.988
wheat,AP,868.9,24.2,39.4,6.86,92.4,14.84,6.178
groundnut,Punjab,1107.3,31.6,69.0,6.83,102.1,8.02,4.006
soybean,Maharashtra,1057.4,20.1,47.1,6.45,145.4,5.73,5.421
rice,Maharashtra,1474.0,32.5,71.7,5.79,187.2,10.98,11.794
wheat,Karnataka,570.6,11.4,39.5,7.05,152.2,0.91,6.166
soybean,AP,1124.4,28.5,36.1,7.21,122.7,10.4,4.345
maize,AP,1310.4,20.4,37.9,6.63,179.4,2.91,11.861
rice,Telangana,1174.6,25.5,78.5,5.59,176.6,12.39,10.997
wheat,MP,538.3,22.3,55.5,7.2,157.7,13.04,5.801
wheat,Karnataka,1152.8,12.7,73.4,6.28,96.3,0.59,7.878
wheat,Telangana,687.9,14.1,36.8,6.77,177.9,5.9,6.649
wheat,Karnataka,1101.5,15.9,69.2,7.05,88.8,14.61,7.062
groundnut,MP,563.4,29.6,79.9,5.58,88.7,0.53,3.63
cotton,Maharashtra,1319.9,25.1,73.4,6.02,128.9,11.76,4.91
cotton,Telangana,881.0,30.1,62.2,6.33,106.9,8.04,4.483
groundnut,Maharashtra,790.0,30.6,74.8,6.12,90.2,12.38,3.64
cotton,Punjab,708.2,26.9,60.4,7.9,145.6,13.19,3.463
wheat,Maharashtra,888.5,19.2,39.2,7.13,103.2,11.51,5.798
groundnut,MP,751.0,37.5,83.3,6.55,91.9,13.6,3.845
rice,Karnataka,1947.4,30.1,80.0,5.78,124.8,0.7,11.266
wheat,MP,645.6,13.3,49.0,7.19,113.2,7.07,5.892
rice,Punjab,1625.8,22.8,78.8,5.56,156.6,5.19,11.262
maize,Karnataka,906.6,20.9,48.2,6.85,175.8,5.49,9.927
soybean,MP,1009.9,24.0,67.1,6.82,134.1,4.77,5.537
cotton,MP,670.5,33.3,71.0,7.28,96.9,9.87,3.601
maize,AP,669.0,31.3,60.4,5.9,176.5,6.13,9.021
wheat,Karnataka,434.5,22.5,38.4,7.26,163.3,9.64,5.843
tomato,Telangana,1078.4,26.7,35.2,6.3,259.6,8.17,62.759
tomato,MP,648.6,20.9,71.8,6.36,270.4,11.04,64.913
tomato,Telangana,511.7,20.5,42.3,6.61,172.1,6.66,46.144
soybean,MP,1428.3,30.6,47.9,6.73,105.1,4.38,5.228
soybean,Maharashtra,1324.5,23.7,33.8,6.29,113.3,10.67,4.789
groundnut,Maharashtra,1133.3,26.2,78.4,6.8,82.6,11.07,4.67
cotton,MP,1348.4,35.2,65.0,6.06,90.7,10.11,4.642
soybean,Karnataka,1289.6,26.9,31.0,6.39,143.9,5.82,5.474
maize,Punjab,927.2,20.4,83.1,5.88,184.9,8.5,10.596
groundnut,AP,514.7,28.5,34.8,6.17,71.9,10.91,2.776
cotton,MP,1443.1,34.3,36.1,6.11,139.3,10.21,4.745
maize,MP,1238.1,30.4,39.9,6.11,212.5,13.62,12.114
soybean,Karnataka,1344.0,20.0,78.7,7.25,98.4,10.53,4.912
soybean,Maharashtra,1347.1,22.1,56.5,6.56,122.0,3.38,5.965
cotton,Punjab,1181.3,26.5,72.1,7.94,91.8,1.01,3.8
wheat,MP,438.3,22.0,39.7,6.59,95.9,13.82,6.348
maize,Karnataka,1366.8,28.2,75.0,5.85,166.4,11.03,12.688
soybean,Punjab,1320.2,30.7,72.9,6.5,115.5,4.33,6.0
rice,Punjab,1797.4,32.0,43.2,6.96,199.6,13.56,12.025
rice,AP,1010.2,27.5,64.0,5.67,113.9,9.31,8.067
soybean,Telangana,1027.0,30.4,65.9,6.26,81.3,1.28,4.791
maize,Karnataka,1073.1,21.4,40.1,6.92,182.6,8.66,10.56
maize,Maharashtra,517.6,29.5,40.1,6.58,178.4,9.25,9.364
rice,AP,1586.3,33.6,83.7,6.78,198.1,11.7,13.335
wheat,AP,956.0,15.4,80.8,6.58,136.2,11.31,8.076
soybean,Karnataka,1383.0,20.1,41.5,7.07,100.6,0.68,4.47
maize,AP,515.7,27.2,76.6,5.91,139.4,8.78,8.604
rice,Telangana,1841.6,28.8,70.2,6.87,184.5,11.14,13.477
cotton,MP,1176.0,39.5,40.3,6.36,129.8,3.54,4.533
rice,Karnataka,1183.2,27.1,62.8,5.73,161.6,6.91,9.76
groundnut,AP,936.1,32.6,66.7,6.06,113.0,3.48,4.03
soybean,Punjab,1275.2,24.3,84.3,6.83,99.6,13.63,5.494
maize,Punjab,684.8,32.6,42.0,6.44,190.8,10.82,10.052
rice,Punjab,925.3,25.5,45.3,6.3,183.3,9.51,9.8
groundnut,Telangana,702.0,31.6,36.4,5.75,98.4,11.1,2.827
tomato,AP,1013.7,22.6,37.5,6.63,152.8,5.79,52.518
cotton,AP,926.9,36.6,46.9,7.5,152.1,7.25,3.861
soybean,Telangana,1361.2,20.6,45.7,7.17,94.5,7.65,4.679
soybean,Karnataka,1068.5,26.5,72.3,6.5,92.3,6.3,5.749
maize,Punjab,1207.6,20.7,56.0,6.81,218.9,14.56,12.674
cotton,Punjab,1246.6,33.6,51.9,6.94,135.3,0.88,4.76
soybean,MP,968.1,20.3,46.2,6.95,131.9,7.41,4.618
rice,MP,1491.6,26.6,41.0,6.44,118.0,13.91,9.7
soybean,Maharashtra,952.8,26.3,83.8,6.53,121.7,14.96,5.464
maize,Punjab,904.3,27.4,68.9,6.23,218.6,7.01,12.377
tomato,Telangana,818.4,20.2,80.5,5.53,203.2,14.95,52.264
cotton,Telangana,1256.5,33.4,68.9,7.18,123.1,6.57,4.451
cotton,MP,1352.4,38.6,81.0,7.08,82.5,10.68,4.588
rice,Maharashtra,1518.1,27.6,38.9,6.2,188.7,2.0,10.928
maize,Punjab,727.2,25.0,61.3,5.84,180.8,1.91,9.613
maize,Punjab,512.9,29.9,47.1,6.82,198.5,7.33,9.311
maize,Telangana,1376.0,20.8,64.0,6.16,176.9,1.52,11.923
wheat,Punjab,822.5,22.4,73.6,6.33,99.5,10.71,7.566
soybean,Karnataka,850.7,23.1,36.1,7.4,114.1,4.7,3.953
rice,MP,1266.2,30.3,31.2,5.92,118.1,3.74,8.5
soybean,MP,1426.2,24.1,52.5,6.64,105.5,4.26,5.493
tomato,Punjab,774.7,19.2,67.5,6.2,162.2,11.96,56.906
cotton,Punjab,1075.5,25.6,53.4,6.62,156.5,3.21,5.109
tomato,Maharashtra,427.0,24.2,71.9,6.39,203.7,2.47,46.717
soybean,Maharashtra,1226.0,27.8,48.8,6.48,97.0,12.05,5.226
tomato,Karnataka,594.8,23.3,58.1,6.09,157.0,2.33,46.473
groundnut,Karnataka,1160.2,26.3,72.8,6.92,107.7,1.81,4.402
soybean,Maharashtra,1477.6,22.6,80.2,6.25,105.4,7.4,5.953
tomato,Maharashtra,796.2,25.4,42.0,6.09,201.9,4.49,51.873
groundnut,Karnataka,758.9,26.0,80.8,5.71,82.3,6.0,3.351
rice,MP,1498.8,24.2,68.5,6.87,168.2,14.79,11.437
wheat,AP,742.9,13.6,83.1,6.95,160.7,7.09,7.603
soybean,Karnataka,1473.0,31.9,41.0,6.96,142.1,4.07,5.549
cotton,Punjab,1359.7,38.9,44.1,6.97,125.3,7.95,4.416
tomato,Telangana,1157.3,28.7,43.3,6.65,191.4,12.66,61.888
maize,AP,1105.6,26.6,79.5,6.36,165.5,1.76,12.831
tomato,Maharashtra,762.1,24.0,57.7,6.94,218.8,5.32,55.569
cotton,Karnataka,989.7,34.8,74.1,7.38,80.5,7.64,3.867
rice,Telangana,1383.2,32.4,58.6,5.94,109.7,8.17,9.315
rice,Telangana,1962.0,22.7,84.2,6.39,168.1,14.17,14.511
soybean,Telangana,951.4,20.9,83.6,6.86,148.4,2.33,5.976
maize,Punjab,1302.8,25.5,42.5,6.59,168.8,11.54,11.385
soybean,Punjab,1247.3,25.5,38.6,6.67,122.3,13.52,4.838
maize,Telangana,866.5,21.9,55.1,6.0,212.0,10.97,10.977
cotton,Telangana,870.0,33.7,33.4,7.88,137.5,5.99,3.068
tomato,MP,1089.1,25.5,53.3,6.93,153.0,2.01,50.505
rice,Maharashtra,1783.1,24.1,84.9,6.21,192.2,4.13,13.983
groundnut,Telangana,683.0,30.4,77.2,6.82,107.2,12.1,3.803
cotton,Maharashtra,674.1,30.6,65.9,6.13,121.8,2.99,3.765
tomato,Punjab,1186.9,20.3,80.3,6.17,287.7,7.68,77.523
rice,AP,1727.8,28.0,60.8,5.81,102.4,2.84,9.811
tomato,Punjab,749.0,23.3,82.0,5.91,169.8,2.41,50.066
cotton,AP,969.1,26.9,69.3,6.02,137.8,6.56,4.389
cotton,Maharashtra,934.5,33.8,60.6,7.41,86.3,4.5,3.833
tomato,Karnataka,728.3,24.5,32.5,5.9,193.0,4.65,47.671
wheat,Maharashtra,1171.1,19.4,50.4,6.26,91.7,4.96,7.141
tomato,Karnataka,817.0,27.7,57.3,5.51,179.6,10.73,43.242
wheat,AP,531.0,23.9,79.0,6.49,158.8,5.52,8.142
rice,Karnataka,1906.8,31.0,42.7,5.87,118.5,4.32,10.336
wheat,Telangana,926.8,11.7,46.0,6.58,142.5,1.45,7.615
groundnut,Karnataka,773.7,28.6,56.5,6.37,91.4,5.06,3.728
tomato,Punjab,993.9,28.6,70.7,6.92,158.8,11.03,52.739
cotton,Karnataka,1377.0,30.5,52.9,7.05,89.4,5.73,4.482
groundnut,MP,1032.5,27.2,73.8,5.75,72.2,4.44,3.559
wheat,Telangana,842.9,15.0,56.6,7.37,151.5,9.74,7.192
tomato,Telangana,1151.3,18.5,35.9,6.42,254.0,1.2,62.065
rice,MP,1441.1,34.7,59.6,6.97,109.8,12.35,10.054
rice,Telangana,1700.7,33.4,80.8,6.49,132.8,13.31,12.361
tomato,Telangana,652.9,21.0,74.2,6.27,299.6,11.08,69.154
groundnut,Maharashtra,718.4,36.1,56.8,6.35,108.8,11.43,3.544
maize,Maharashtra,998.2,21.9,71.3,5.94,135.9,10.81,10.649
wheat,Telangana,1077.5,14.2,70.2,7.19,128.9,6.03,7.823
wheat,Telangana,1179.8,19.7,36.8,6.65,142.8,7.95,7.66
soybean,Maharashtra,811.7,28.7,41.3,6.65,125.7,7.32,4.786
groundnut,Karnataka,930.6,31.5,75.5,5.53,114.0,3.03,3.915
tomato,AP,1016.4,29.8,38.7,6.93,284.9,13.76,61.183
groundnut,Karnataka,821.9,33.5,37.8,5.89,61.4,6.88,2.987
groundnut,AP,1035.2,26.4,80.0,6.88,113.7,11.22,4.23
wheat,Karnataka,1190.2,15.0,80.6,6.88,157.9,11.46,8.81
rice,MP,1359.2,29.9,59.9,5.64,188.4,1.08,10.379
soybean,MP,1371.2,29.8,78.2,6.09,97.3,13.54,5.73
soybean,Punjab,996.0,22.1,40.5,7.45,94.9,10.08,3.14
maize,Maharashtra,994.5,26.2,83.7,6.87,120.9,9.55,11.407
groundnut,Maharashtra,532.7,32.0,43.5,5.85,78.1,9.93,2.616
rice,Telangana,897.4,33.6,38.1,6.37,195.1,14.91,9.59
rice,Punjab,929.0,27.6,84.5,5.82,143.0,8.82,9.912
groundnut,MP,961.2,31.2,48.4,5.98,81.6,5.2,3.515
soybean,Telangana,781.8,31.6,68.6,6.64,119.6,9.4,5.16
cotton,MP,757.9,35.4,45.7,7.95,140.0,6.59,3.076
wheat,MP,1081.7,21.6,81.6,6.88,107.5,9.97,8.06
soybean,Maharashtra,903.6,31.6,83.1,6.03,133.8,5.41,5.376
soybean,Karnataka,800.6,31.5,76.7,7.03,148.2,7.5,5.308
soybean,Telangana,655.3,25.6,67.4,6.2,130.0,14.9,4.836
wheat,Punjab,1040.1,14.0,71.5,6.51,171.7,10.0,9.471
soybean,Karnataka,1380.9,31.7,53.2,7.43,102.8,2.09,4.434
cotton,MP,1394.2,30.4,73.0,7.24,133.3,3.15,4.835
wheat,AP,1186.3,22.5,49.1,6.72,167.9,11.89,8.034
soybean,Punjab,1295.1,25.5,52.1,6.16,99.1,11.36,5.057
maize,Telangana,1153.9,31.4,81.8,6.01,178.7,9.36,12.171
tomato,Punjab,858.9,30.0,64.9,6.99,213.6,7.47,57.593
soybean,Telangana,1337.0,27.9,53.5,6.42,135.8,2.25,5.837
soybean,AP,1268.8,26.0,31.1,7.22,132.2,9.64,4.276
tomato,MP,981.6,18.1,76.7,5.67,288.6,7.55,60.583
groundnut,Punjab,702.8,35.3,50.6,6.4,101.7,6.74,3.497
tomato,AP,472.3,27.3,48.0,6.34,250.4,6.44,54.336
groundnut,Punjab,1185.5,31.5,42.1,6.99,89.4,7.86,3.636
tomato,Punjab,767.9,21.9,46.9,6.98,161.5,6.05,48.132
tomato,Telangana,413.1,19.0,72.2,5.89,233.1,10.45,46.432
rice,AP,1351.7,25.9,51.9,6.44,169.2,0.91,11.65
groundnut,MP,539.6,32.7,45.0,5.78,73.7,1.06,2.774
soybean,Punjab,920.6,24.8,47.3,7.12,89.4,2.22,3.88
rice,Maharashtra,1462.4,24.7,31.1,5.54,171.9,14.61,9.229
tomato,MP,1164.3,28.6,42.7,5.88,202.5,14.8,52.749
rice,Karnataka,1038.9,24.9,34.2,5.87,164.0,8.8,8.687
wheat,MP,537.2,15.2,45.5,7.46,158.1,8.68,6.023
groundnut,Maharashtra,1036.0,28.5,61.6,6.5,81.2,6.08,4.069
rice,AP,1345.4,24.6,71.9,5.74,147.3,14.96,9.975
soybean,AP,1389.3,29.0,81.1,7.34,85.3,6.25,5.272
groundnut,MP,1038.2,30.0,40.8,6.34,82.0,4.1,3.672
groundnut,Maharashtra,1134.3,36.9,43.5,5.58,64.8,4.2,2.985
soybean,Karnataka,1120.3,26.5,75.5,6.51,129.5,5.52,5.757
wheat,Telangana,637.1,12.1,55.5,6.7,95.6,3.7,5.87
tomato,AP,1198.0,29.6,48.6,6.67,212.7,1.49,63.117
soybean,Karnataka,740.4,23.1,82.2,7.34,147.8,3.3,5.245
rice,Karnataka,1942.2,26.3,76.9,6.29,107.5,6.49,12.243
rice,AP,1618.7,30.8,64.4,6.26,127.8,14.45,11.176
wheat,MP,651.1,20.5,43.4,7.4,125.9,13.81,5.602
maize,MP,907.8,25.3,53.9,6.31,187.4,5.2,10.819
wheat,Telangana,957.1,23.0,66.9,6.36,99.1,9.5,7.735
maize,Maharashtra,785.1,20.1,67.7,6.77,171.7,13.76,10.806
tomato,Maharashtra,644.2,27.6,35.2,6.17,174.5,7.36,51.659
tomato,Maharashtra,922.8,23.7,79.9,5.72,226.2,2.81,60.954
soybean,Telangana,735.5,31.3,43.6,6.93,139.3,11.22,4.729
maize,Telangana,897.4,25.8,70.5,6.59,129.3,1.12,10.929
tomato,Telangana,1177.5,28.4,78.8,6.44,272.9,4.26,77.124
groundnut,AP,789.3,32.3,46.0,6.57,61.8,9.32,3.408
tomato,Karnataka,587.5,19.8,39.3,6.44,217.6,5.23,49.369
rice,Punjab,929.8,29.1,75.4,6.65,157.5,2.35,11.165
maize,Punjab,1195.8,30.9,68.2,6.58,129.4,11.01,11.123
groundnut,Telangana,1154.2,28.1,81.8,5.73,112.2,7.58,4.114
wheat,Karnataka,1020.5,11.9,71.8,6.98,109.6,3.99,7.065
cotton,MP,1092.2,39.3,39.6,7.99,125.4,2.86,3.375
maize,Punjab,965.8,30.9,42.2,6.83,150.3,10.22,10.378
groundnut,Karnataka,743.7,28.5,37.4,5.84,75.3,9.15,2.99
wheat,Punjab,492.4,18.0,75.5,6.77,107.2,3.21,6.137
wheat,Punjab,844.4,23.0,61.9,6.63,119.9,5.09,7.194
maize,AP,823.8,28.8,50.2,6.16,183.7,12.98,10.724
cotton,AP,793.8,30.0,59.5,7.69,110.9,9.91,3.184
cotton,AP,1378.3,28.7,72.4,6.17,145.6,4.77,5.257
cotton,Karnataka,785.8,36.6,75.0,7.93,100.7,3.81,3.211
rice,MP,1123.0,34.0,76.2,5.93,139.8,6.85,9.913
soybean,Punjab,1356.0,25.2,82.5,6.2,106.8,1.54,6.199
rice,Karnataka,1213.9,34.2,76.3,5.55,175.2,4.52,9.668
tomato,MP,1091.3,27.1,40.1,5.86,228.5,4.58,59.115
maize,Karnataka,1160.7,21.8,42.4,6.69,172.0,4.7,11.092
maize,Telangana,659.3,23.8,41.1,6.74,163.4,9.94,8.967
tomato,Maharashtra,692.2,20.9,84.9,6.01,291.4,10.44,66.501
wheat,Punjab,966.8,21.6,47.1,7.11,88.2,5.48,5.814
tomato,Maharashtra,403.7,21.6,33.9,6.44,168.0,12.51,39.876
tomato,Karnataka,1084.5,27.9,40.2,6.84,157.2,4.79,51.196
cotton,Punjab,795.3,26.8,48.4,7.04,123.8,9.64,3.636
wheat,Karnataka,516.1,18.2,37.8,6.09,168.1,10.27,5.917
rice,Maharashtra,1399.4,31.4,71.8,6.26,159.3,9.31,10.992
tomato,Karnataka,1031.4,29.4,34.7,6.07,236.6,5.7,58.549
wheat,Telangana,913.1,10.7,44.6,7.19,102.5,1.86,5.979
wheat,Maharashtra,763.6,16.9,71.4,7.0,105.4,2.72,7.276
cotton,Punjab,1312.4,35.8,41.9,6.72,89.8,13.04,4.012
soybean,Karnataka,1213.4,22.5,59.5,7.19,113.5,8.41,4.66
groundnut,Telangana,777.6,31.3,80.8,6.61,64.0,4.33,3.519
soybean,Punjab,643.5,27.8,48.5,7.06,145.0,4.23,4.516
tomato,Maharashtra,564.3,26.5,36.6,5.6,222.1,9.97,45.62
tomato,Telangana,439.1,21.8,32.1,6.09,187.2,5.12,40.498
wheat,Karnataka,1153.4,10.6,81.9,7.15,128.3,6.21,8.375
groundnut,Punjab,549.0,37.1,37.6,6.02,91.4,14.21,2.774
soybean,AP,959.9,22.6,66.2,6.46,149.8,13.87,5.647
tomato,AP,770.4,25.2,39.8,6.12,174.3,1.62,49.631
soybean,Maharashtra,659.6,25.5,44.9,7.11,91.0,3.86,3.827
rice,Telangana,1070.0,26.6,34.5,6.59,161.1,9.75,9.68
wheat,MP,980.9,21.0,57.0,6.33,170.3,10.34,8.425
wheat,Maharashtra,606.2,18.8,50.6,6.48,130.0,9.79,6.792
tomato,Karnataka,737.7,22.1,42.3,5.64,183.1,14.06,43.916
soybean,AP,724.9,20.9,57.4,6.88,93.1,5.87,4.062
wheat,Punjab,977.0,16.5,52.6,7.19,146.2,7.81,7.423
maize,Punjab,1161.6,33.6,80.0,6.01,168.3,5.18,11.996
tomato,AP,1103.6,21.0,66.3,5.53,170.4,14.68,53.278
wheat,AP,769.6,12.7,43.2,7.12,91.8,3.35,6.045
maize,Karnataka,558.2,28.5,34.0,6.76,133.2,3.22,8.21
rice,Telangana,1534.0,24.9,82.1,6.46,197.2,3.85,13.964
groundnut,MP,963.6,34.6,73.5,6.4,66.7,1.65,3.581
cotton,AP,1292.7,33.2,30.6,7.4,110.6,5.3,3.474
cotton,Maharashtra,1315.0,31.8,78.3,7.75,148.4,10.09,4.657
cotton,Telangana,1033.1,35.7,60.1,6.42,139.1,1.89,4.648
maize,Telangana,1120.9,26.2,37.1,5.97,189.0,3.26,10.539
cotton,Maharashtra,1194.1,34.5,68.0,6.84,111.7,11.23,4.745
cotton,Maharashtra,971.2,37.3,33.0,7.09,120.9,8.82,3.682
soybean,Punjab,1302.1,29.4,42.8,6.24,105.1,5.08,4.613
cotton,Karnataka,994.7,29.3,30.6,6.19,151.3,0.52,4.373
groundnut,Telangana,1197.8,34.5,83.5,5.52,73.6,12.22,3.393
